DateRep,date,scenario,variable,mean_daily_value,zeile,type,Altersgruppe,mean_daily_value7
2021-12-17,2021-12-17,A,mean/daily_detections_60-2,1,22960,Testpositiv,60+,0.857142857142857
2021-12-18,2021-12-18,A,mean/daily_detections_60-2,0.9,22961,Testpositiv,60+,1.04285714285714
2021-12-19,2021-12-19,A,mean/daily_detections_60-2,0.8,22962,Testpositiv,60+,1.48571428571429
2021-12-20,2021-12-20,A,mean/daily_detections_60-2,1.6,22963,Testpositiv,60+,1.81428571428571
2021-12-21,2021-12-21,A,mean/daily_detections_60-2,1.7,22964,Testpositiv,60+,1.95714285714286
2021-12-22,2021-12-22,A,mean/daily_detections_60-2,3.6,22965,Testpositiv,60+,2.34285714285714
2021-12-23,2021-12-23,A,mean/daily_detections_60-2,3.1,22966,Testpositiv,60+,2.91428571428571
2021-12-24,2021-12-24,A,mean/daily_detections_60-2,2,22967,Testpositiv,60+,3.31428571428571
2021-12-25,2021-12-25,A,mean/daily_detections_60-2,3.6,22968,Testpositiv,60+,3.8
2021-12-26,2021-12-26,A,mean/daily_detections_60-2,4.8,22969,Testpositiv,60+,4.04285714285714
2021-12-27,2021-12-27,A,mean/daily_detections_60-2,4.4,22970,Testpositiv,60+,4.81428571428571
2021-12-28,2021-12-28,A,mean/daily_detections_60-2,5.1,22971,Testpositiv,60+,5.9
2021-12-29,2021-12-29,A,mean/daily_detections_60-2,5.3,22972,Testpositiv,60+,6.75714285714286
2021-12-30,2021-12-30,A,mean/daily_detections_60-2,8.5,22973,Testpositiv,60+,7.68571428571429
2021-12-31,2021-12-31,A,mean/daily_detections_60-2,9.6,22974,Testpositiv,60+,8.94285714285714
2022-01-01,2022-01-01,A,mean/daily_detections_60-2,9.6,22975,Testpositiv,60+,10.0142857142857
2022-01-02,2022-01-02,A,mean/daily_detections_60-2,11.3,22976,Testpositiv,60+,11.7857142857143
2022-01-03,2022-01-03,A,mean/daily_detections_60-2,13.2,22977,Testpositiv,60+,13.4285714285714
2022-01-04,2022-01-04,A,mean/daily_detections_60-2,12.6,22978,Testpositiv,60+,15.2428571428571
2022-01-05,2022-01-05,A,mean/daily_detections_60-2,17.7,22979,Testpositiv,60+,17.8285714285714
2022-01-06,2022-01-06,A,mean/daily_detections_60-2,20,22980,Testpositiv,60+,20.5142857142857
2022-01-07,2022-01-07,A,mean/daily_detections_60-2,22.3,22981,Testpositiv,60+,23.7428571428571
2022-01-08,2022-01-08,A,mean/daily_detections_60-2,27.7,22982,Testpositiv,60+,27.3857142857143
2022-01-09,2022-01-09,A,mean/daily_detections_60-2,30.1,22983,Testpositiv,60+,32.3857142857143
2022-01-10,2022-01-10,A,mean/daily_detections_60-2,35.8,22984,Testpositiv,60+,37.4571428571429
2022-01-11,2022-01-11,A,mean/daily_detections_60-2,38.1,22985,Testpositiv,60+,43.8857142857143
2022-01-12,2022-01-12,A,mean/daily_detections_60-2,52.7,22986,Testpositiv,60+,50.6142857142857
2022-01-13,2022-01-13,A,mean/daily_detections_60-2,55.5,22987,Testpositiv,60+,59.5857142857143
2022-01-14,2022-01-14,A,mean/daily_detections_60-2,67.3,22988,Testpositiv,60+,69.5142857142857
2022-01-15,2022-01-15,A,mean/daily_detections_60-2,74.8,22989,Testpositiv,60+,81.0571428571429
2022-01-16,2022-01-16,A,mean/daily_detections_60-2,92.9,22990,Testpositiv,60+,94.3857142857143
2022-01-17,2022-01-17,A,mean/daily_detections_60-2,105.3,22991,Testpositiv,60+,109
2022-01-18,2022-01-18,A,mean/daily_detections_60-2,118.9,22992,Testpositiv,60+,123.942857142857
2022-01-19,2022-01-19,A,mean/daily_detections_60-2,146,22993,Testpositiv,60+,144.6
2022-01-20,2022-01-20,A,mean/daily_detections_60-2,157.8,22994,Testpositiv,60+,166.171428571429
2022-01-21,2022-01-21,A,mean/daily_detections_60-2,171.9,22995,Testpositiv,60+,188.742857142857
2022-01-22,2022-01-22,A,mean/daily_detections_60-2,219.4,22996,Testpositiv,60+,216.742857142857
2022-01-23,2022-01-23,A,mean/daily_detections_60-2,243.9,22997,Testpositiv,60+,252.328571428571
2022-01-24,2022-01-24,A,mean/daily_detections_60-2,263.3,22998,Testpositiv,60+,290.014285714286
2022-01-25,2022-01-25,A,mean/daily_detections_60-2,314.9,22999,Testpositiv,60+,333.714285714286
2022-01-26,2022-01-26,A,mean/daily_detections_60-2,395.1,23000,Testpositiv,60+,384.485714285714
2022-01-27,2022-01-27,A,mean/daily_detections_60-2,421.6,23001,Testpositiv,60+,443.314285714286
2022-01-28,2022-01-28,A,mean/daily_detections_60-2,477.8,23002,Testpositiv,60+,509.328571428571
2022-01-29,2022-01-29,A,mean/daily_detections_60-2,574.8,23003,Testpositiv,60+,580.428571428571
2022-01-30,2022-01-30,A,mean/daily_detections_60-2,655.7,23004,Testpositiv,60+,669.342857142857
2022-01-31,2022-01-31,A,mean/daily_detections_60-2,725.4,23005,Testpositiv,60+,764.471428571429
2022-02-01,2022-02-01,A,mean/daily_detections_60-2,812.6,23006,Testpositiv,60+,869.085714285714
2022-02-02,2022-02-02,A,mean/daily_detections_60-2,1017.5,23007,Testpositiv,60+,990.342857142857
2022-02-03,2022-02-03,A,mean/daily_detections_60-2,1087.5,23008,Testpositiv,60+,1126.55714285714
2022-02-04,2022-02-04,A,mean/daily_detections_60-2,1210.1,23009,Testpositiv,60+,1273.68571428571
2022-02-05,2022-02-05,A,mean/daily_detections_60-2,1423.6,23010,Testpositiv,60+,1428.71428571429
2022-02-06,2022-02-06,A,mean/daily_detections_60-2,1609.2,23011,Testpositiv,60+,1619.24285714286
2022-02-07,2022-02-07,A,mean/daily_detections_60-2,1755.3,23012,Testpositiv,60+,1809.42857142857
2022-02-08,2022-02-08,A,mean/daily_detections_60-2,1897.8,23013,Testpositiv,60+,1999.27142857143
2022-02-09,2022-02-09,A,mean/daily_detections_60-2,2351.2,23014,Testpositiv,60+,2212.98571428571
2022-02-10,2022-02-10,A,mean/daily_detections_60-2,2418.8,23015,Testpositiv,60+,2442.14285714286
2022-02-11,2022-02-11,A,mean/daily_detections_60-2,2539,23016,Testpositiv,60+,2655.61428571429
2022-02-12,2022-02-12,A,mean/daily_detections_60-2,2919.6,23017,Testpositiv,60+,2860.3
2022-02-13,2022-02-13,A,mean/daily_detections_60-2,3213.3,23018,Testpositiv,60+,3083.05714285714
2022-02-14,2022-02-14,A,mean/daily_detections_60-2,3249.6,23019,Testpositiv,60+,3292.02857142857
2022-02-15,2022-02-15,A,mean/daily_detections_60-2,3330.6,23020,Testpositiv,60+,3484.71428571429
2022-02-16,2022-02-16,A,mean/daily_detections_60-2,3910.5,23021,Testpositiv,60+,3660.04285714286
2022-02-17,2022-02-17,A,mean/daily_detections_60-2,3881.6,23022,Testpositiv,60+,3813.11428571429
2022-02-18,2022-02-18,A,mean/daily_detections_60-2,3887.8,23023,Testpositiv,60+,3936.04285714286
2022-02-19,2022-02-19,A,mean/daily_detections_60-2,4146.9,23024,Testpositiv,60+,4028.18571428571
2022-02-20,2022-02-20,A,mean/daily_detections_60-2,4284.8,23025,Testpositiv,60+,4086.15714285714
2022-02-21,2022-02-21,A,mean/daily_detections_60-2,4110.1,23026,Testpositiv,60+,4107.98571428571
2022-02-22,2022-02-22,A,mean/daily_detections_60-2,3975.6,23027,Testpositiv,60+,4099.38571428571
2022-02-23,2022-02-23,A,mean/daily_detections_60-2,4316.3,23028,Testpositiv,60+,4052.08571428571
2022-02-24,2022-02-24,A,mean/daily_detections_60-2,4034.4,23029,Testpositiv,60+,3976.17142857143
2022-02-25,2022-02-25,A,mean/daily_detections_60-2,3827.6,23030,Testpositiv,60+,3884.21428571429
2022-02-26,2022-02-26,A,mean/daily_detections_60-2,3815.8,23031,Testpositiv,60+,3780
2022-02-27,2022-02-27,A,mean/daily_detections_60-2,3753.4,23032,Testpositiv,60+,3626.2
2022-02-28,2022-02-28,A,mean/daily_detections_60-2,3466.4,23033,Testpositiv,60+,3476.24285714286
2022-03-01,2022-03-01,A,mean/daily_detections_60-2,3246.1,23034,Testpositiv,60+,3319.31428571429
2022-03-02,2022-03-02,A,mean/daily_detections_60-2,3239.7,23035,Testpositiv,60+,3143
2022-03-03,2022-03-03,A,mean/daily_detections_60-2,2984.7,23036,Testpositiv,60+,2954.75714285714
2022-03-04,2022-03-04,A,mean/daily_detections_60-2,2729.1,23037,Testpositiv,60+,2776.72857142857
2022-03-05,2022-03-05,A,mean/daily_detections_60-2,2581.6,23038,Testpositiv,60+,2601.65714285714
2022-03-06,2022-03-06,A,mean/daily_detections_60-2,2435.7,23039,Testpositiv,60+,2416.9
2022-03-07,2022-03-07,A,mean/daily_detections_60-2,2220.2,23040,Testpositiv,60+,2240.42857142857
2022-03-08,2022-03-08,A,mean/daily_detections_60-2,2020.6,23041,Testpositiv,60+,2077.8
2022-03-09,2022-03-09,A,mean/daily_detections_60-2,1946.4,23042,Testpositiv,60+,1917.57142857143
2022-03-10,2022-03-10,A,mean/daily_detections_60-2,1749.4,23043,Testpositiv,60+,1762.22857142857
2022-03-11,2022-03-11,A,mean/daily_detections_60-2,1590.7,23044,Testpositiv,60+,1617.55714285714
2022-03-12,2022-03-12,A,mean/daily_detections_60-2,1460,23045,Testpositiv,60+,1486.72857142857
2022-03-13,2022-03-13,A,mean/daily_detections_60-2,1348.3,23046,Testpositiv,60+,1356.72857142857
2022-03-14,2022-03-14,A,mean/daily_detections_60-2,1207.5,23047,Testpositiv,60+,1237.15714285714
2022-03-15,2022-03-15,A,mean/daily_detections_60-2,1104.8,23048,Testpositiv,60+,1126.9
2022-03-16,2022-03-16,A,mean/daily_detections_60-2,1036.4,23049,Testpositiv,60+,1026.34285714286
2022-03-17,2022-03-17,A,mean/daily_detections_60-2,912.4,23050,Testpositiv,60+,929.028571428571
2022-03-18,2022-03-18,A,mean/daily_detections_60-2,818.9,23051,Testpositiv,60+,843.542857142857
2022-03-19,2022-03-19,A,mean/daily_detections_60-2,756.1,23052,Testpositiv,60+,763.971428571429
2022-03-20,2022-03-20,A,mean/daily_detections_60-2,667.1,23053,Testpositiv,60+,688.142857142857
2022-03-21,2022-03-21,A,mean/daily_detections_60-2,609.1,23054,Testpositiv,60+,621.4
2022-03-22,2022-03-22,A,mean/daily_detections_60-2,547.8,23055,Testpositiv,60+,562.842857142857
2022-03-23,2022-03-23,A,mean/daily_detections_60-2,505.6,23056,Testpositiv,60+,506.171428571429
2022-03-24,2022-03-24,A,mean/daily_detections_60-2,445.2,23057,Testpositiv,60+,457.385714285714
2022-03-25,2022-03-25,A,mean/daily_detections_60-2,409,23058,Testpositiv,60+,411.228571428571
2022-03-26,2022-03-26,A,mean/daily_detections_60-2,359.4,23059,Testpositiv,60+,369.928571428571
2022-03-27,2022-03-27,A,mean/daily_detections_60-2,325.6,23060,Testpositiv,60+,330.4
2022-03-28,2022-03-28,A,mean/daily_detections_60-2,286,23061,Testpositiv,60+,297.4
2022-03-29,2022-03-29,A,mean/daily_detections_60-2,258.7,23062,Testpositiv,60+,265.114285714286
2022-03-30,2022-03-30,A,mean/daily_detections_60-2,228.9,23063,Testpositiv,60+,237.557142857143
2022-03-31,2022-03-31,A,mean/daily_detections_60-2,214.2,23064,Testpositiv,60+,211.942857142857
2022-04-01,2022-04-01,A,mean/daily_detections_60-2,183,23065,Testpositiv,60+,191.042857142857
2022-04-02,2022-04-02,A,mean/daily_detections_60-2,166.5,23066,Testpositiv,60+,171.6
2022-04-03,2022-04-03,A,mean/daily_detections_60-2,146.3,23067,Testpositiv,60+,153.628571428571
2022-04-04,2022-04-04,A,mean/daily_detections_60-2,139.7,23068,Testpositiv,60+,136.814285714286
2022-04-05,2022-04-05,A,mean/daily_detections_60-2,122.6,23069,Testpositiv,60+,122.442857142857
2022-04-06,2022-04-06,A,mean/daily_detections_60-2,103.1,23070,Testpositiv,60+,109.514285714286
2022-04-07,2022-04-07,A,mean/daily_detections_60-2,96.5,23071,Testpositiv,60+,98.4142857142857
2022-04-08,2022-04-08,A,mean/daily_detections_60-2,82.4,23072,Testpositiv,60+,86.8857142857143
2022-04-09,2022-04-09,A,mean/daily_detections_60-2,76,23073,Testpositiv,60+,77
2022-04-10,2022-04-10,A,mean/daily_detections_60-2,68.6,23074,Testpositiv,60+,69.6142857142857
2022-04-11,2022-04-11,A,mean/daily_detections_60-2,59,23075,Testpositiv,60+,62.2571428571429
2022-04-12,2022-04-12,A,mean/daily_detections_60-2,53.4,23076,Testpositiv,60+,55.6285714285714
2022-04-13,2022-04-13,A,mean/daily_detections_60-2,51.4,23077,Testpositiv,60+,49.6
2022-04-14,2022-04-14,A,mean/daily_detections_60-2,45,23078,Testpositiv,60+,44.3857142857143
2022-04-15,2022-04-15,A,mean/daily_detections_60-2,36,23079,Testpositiv,60+,39.6285714285714
2022-04-16,2022-04-16,A,mean/daily_detections_60-2,33.8,23080,Testpositiv,60+,35.8714285714286
2022-04-17,2022-04-17,A,mean/daily_detections_60-2,32.1,23081,Testpositiv,60+,31.4571428571429
2022-04-18,2022-04-18,A,mean/daily_detections_60-2,25.7,23082,Testpositiv,60+,27.8571428571429
2022-04-19,2022-04-19,A,mean/daily_detections_60-2,27.1,23083,Testpositiv,60+,25.3142857142857
2022-04-20,2022-04-20,A,mean/daily_detections_60-2,20.5,23084,Testpositiv,60+,22.4
2022-04-21,2022-04-21,A,mean/daily_detections_60-2,19.8,23085,Testpositiv,60+,19.6428571428571
2022-04-22,2022-04-22,A,mean/daily_detections_60-2,18.2,23086,Testpositiv,60+,17.3428571428571
2022-04-23,2022-04-23,A,mean/daily_detections_60-2,13.4,23087,Testpositiv,60+,14.8428571428571
2022-04-24,2022-04-24,A,mean/daily_detections_60-2,12.8,23088,Testpositiv,60+,13.4571428571429
2022-04-25,2022-04-25,A,mean/daily_detections_60-2,9.6,23089,Testpositiv,60+,11.8428571428571
2022-04-26,2022-04-26,A,mean/daily_detections_60-2,9.6,23090,Testpositiv,60+,9.95714285714286
2022-04-27,2022-04-27,A,mean/daily_detections_60-2,10.8,23091,Testpositiv,60+,8.98571428571429
2022-04-28,2022-04-28,A,mean/daily_detections_60-2,8.5,23092,Testpositiv,60+,7.8
2022-04-29,2022-04-29,A,mean/daily_detections_60-2,5,23093,Testpositiv,60+,7.01428571428571
2022-04-30,2022-04-30,A,mean/daily_detections_60-2,6.6,23094,Testpositiv,60+,6.25714285714286
2022-05-01,2022-05-01,A,mean/daily_detections_60-2,4.5,23095,Testpositiv,60+,5.41428571428572
2022-05-02,2022-05-02,A,mean/daily_detections_60-2,4.1,23096,Testpositiv,60+,4.72857142857143
2022-05-03,2022-05-03,A,mean/daily_detections_60-2,4.3,23097,Testpositiv,60+,4.62857142857143
2022-05-04,2022-05-04,A,mean/daily_detections_60-2,4.9,23098,Testpositiv,60+,
2022-05-05,2022-05-05,A,mean/daily_detections_60-2,3.7,23099,Testpositiv,60+,
2022-05-06,2022-05-06,A,mean/daily_detections_60-2,4.3,23100,Testpositiv,60+,
2021-12-04,2021-12-04,B,mean/daily_detections_60-2,0,23101,Testpositiv,60+,
2021-12-05,2021-12-05,B,mean/daily_detections_60-2,0,23102,Testpositiv,60+,
2021-12-06,2021-12-06,B,mean/daily_detections_60-2,0.8,23103,Testpositiv,60+,
2021-12-07,2021-12-07,B,mean/daily_detections_60-2,0.4,23104,Testpositiv,60+,0.471428571428571
2021-12-08,2021-12-08,B,mean/daily_detections_60-2,0.7,23105,Testpositiv,60+,0.671428571428571
2021-12-09,2021-12-09,B,mean/daily_detections_60-2,0.6,23106,Testpositiv,60+,0.842857142857143
2021-12-10,2021-12-10,B,mean/daily_detections_60-2,0.8,23107,Testpositiv,60+,0.814285714285714
2021-12-11,2021-12-11,B,mean/daily_detections_60-2,1.4,23108,Testpositiv,60+,0.814285714285714
2021-12-12,2021-12-12,B,mean/daily_detections_60-2,1.2,23109,Testpositiv,60+,0.928571428571429
2021-12-13,2021-12-13,B,mean/daily_detections_60-2,0.6,23110,Testpositiv,60+,1.08571428571429
2021-12-14,2021-12-14,B,mean/daily_detections_60-2,0.4,23111,Testpositiv,60+,1.2
2021-12-15,2021-12-15,B,mean/daily_detections_60-2,1.5,23112,Testpositiv,60+,1.32857142857143
2021-12-16,2021-12-16,B,mean/daily_detections_60-2,1.7,23113,Testpositiv,60+,1.52857142857143
2021-12-17,2021-12-17,B,mean/daily_detections_60-2,1.6,23114,Testpositiv,60+,1.77142857142857
2021-12-18,2021-12-18,B,mean/daily_detections_60-2,2.3,23115,Testpositiv,60+,2.24285714285714
2021-12-19,2021-12-19,B,mean/daily_detections_60-2,2.6,23116,Testpositiv,60+,2.41428571428571
2021-12-20,2021-12-20,B,mean/daily_detections_60-2,2.3,23117,Testpositiv,60+,2.65714285714286
2021-12-21,2021-12-21,B,mean/daily_detections_60-2,3.7,23118,Testpositiv,60+,2.94285714285714
2021-12-22,2021-12-22,B,mean/daily_detections_60-2,2.7,23119,Testpositiv,60+,3.51428571428571
2021-12-23,2021-12-23,B,mean/daily_detections_60-2,3.4,23120,Testpositiv,60+,4
2021-12-24,2021-12-24,B,mean/daily_detections_60-2,3.6,23121,Testpositiv,60+,4.57142857142857
2021-12-25,2021-12-25,B,mean/daily_detections_60-2,6.3,23122,Testpositiv,60+,5.25714285714286
2021-12-26,2021-12-26,B,mean/daily_detections_60-2,6,23123,Testpositiv,60+,6.07142857142857
2021-12-27,2021-12-27,B,mean/daily_detections_60-2,6.3,23124,Testpositiv,60+,6.78571428571429
2021-12-28,2021-12-28,B,mean/daily_detections_60-2,8.5,23125,Testpositiv,60+,7.85714285714286
2021-12-29,2021-12-29,B,mean/daily_detections_60-2,8.4,23126,Testpositiv,60+,8.91428571428572
2021-12-30,2021-12-30,B,mean/daily_detections_60-2,8.4,23127,Testpositiv,60+,10.2428571428571
2021-12-31,2021-12-31,B,mean/daily_detections_60-2,11.1,23128,Testpositiv,60+,11.7571428571429
2022-01-01,2022-01-01,B,mean/daily_detections_60-2,13.7,23129,Testpositiv,60+,13.2142857142857
2022-01-02,2022-01-02,B,mean/daily_detections_60-2,15.3,23130,Testpositiv,60+,15.5571428571429
2022-01-03,2022-01-03,B,mean/daily_detections_60-2,16.9,23131,Testpositiv,60+,18.4428571428571
2022-01-04,2022-01-04,B,mean/daily_detections_60-2,18.7,23132,Testpositiv,60+,21.6285714285714
2022-01-05,2022-01-05,B,mean/daily_detections_60-2,24.8,23133,Testpositiv,60+,25.3428571428571
2022-01-06,2022-01-06,B,mean/daily_detections_60-2,28.6,23134,Testpositiv,60+,29.7428571428571
2022-01-07,2022-01-07,B,mean/daily_detections_60-2,33.4,23135,Testpositiv,60+,34.2285714285714
2022-01-08,2022-01-08,B,mean/daily_detections_60-2,39.7,23136,Testpositiv,60+,39.9142857142857
2022-01-09,2022-01-09,B,mean/daily_detections_60-2,46.1,23137,Testpositiv,60+,45.8857142857143
2022-01-10,2022-01-10,B,mean/daily_detections_60-2,48.3,23138,Testpositiv,60+,52.1571428571429
2022-01-11,2022-01-11,B,mean/daily_detections_60-2,58.5,23139,Testpositiv,60+,59.6428571428571
2022-01-12,2022-01-12,B,mean/daily_detections_60-2,66.6,23140,Testpositiv,60+,68.5428571428572
2022-01-13,2022-01-13,B,mean/daily_detections_60-2,72.5,23141,Testpositiv,60+,79.1571428571429
2022-01-14,2022-01-14,B,mean/daily_detections_60-2,85.8,23142,Testpositiv,60+,90.9857142857143
2022-01-15,2022-01-15,B,mean/daily_detections_60-2,102,23143,Testpositiv,60+,105.214285714286
2022-01-16,2022-01-16,B,mean/daily_detections_60-2,120.4,23144,Testpositiv,60+,120.942857142857
2022-01-17,2022-01-17,B,mean/daily_detections_60-2,131.1,23145,Testpositiv,60+,139.528571428571
2022-01-18,2022-01-18,B,mean/daily_detections_60-2,158.1,23146,Testpositiv,60+,159.542857142857
2022-01-19,2022-01-19,B,mean/daily_detections_60-2,176.7,23147,Testpositiv,60+,184.714285714286
2022-01-20,2022-01-20,B,mean/daily_detections_60-2,202.6,23148,Testpositiv,60+,212.385714285714
2022-01-21,2022-01-21,B,mean/daily_detections_60-2,225.9,23149,Testpositiv,60+,243.257142857143
2022-01-22,2022-01-22,B,mean/daily_detections_60-2,278.2,23150,Testpositiv,60+,278.885714285714
2022-01-23,2022-01-23,B,mean/daily_detections_60-2,314.1,23151,Testpositiv,60+,322.8
2022-01-24,2022-01-24,B,mean/daily_detections_60-2,347.2,23152,Testpositiv,60+,368.571428571429
2022-01-25,2022-01-25,B,mean/daily_detections_60-2,407.5,23153,Testpositiv,60+,419.7
2022-01-26,2022-01-26,B,mean/daily_detections_60-2,484.1,23154,Testpositiv,60+,482.128571428572
2022-01-27,2022-01-27,B,mean/daily_detections_60-2,523,23155,Testpositiv,60+,549.8
2022-01-28,2022-01-28,B,mean/daily_detections_60-2,583.8,23156,Testpositiv,60+,625.457142857143
2022-01-29,2022-01-29,B,mean/daily_detections_60-2,715.2,23157,Testpositiv,60+,712.9
2022-01-30,2022-01-30,B,mean/daily_detections_60-2,787.8,23158,Testpositiv,60+,811.957142857143
2022-01-31,2022-01-31,B,mean/daily_detections_60-2,876.8,23159,Testpositiv,60+,917.014285714286
2022-02-01,2022-02-01,B,mean/daily_detections_60-2,1019.6,23160,Testpositiv,60+,1033.18571428571
2022-02-02,2022-02-02,B,mean/daily_detections_60-2,1177.5,23161,Testpositiv,60+,1177.78571428571
2022-02-03,2022-02-03,B,mean/daily_detections_60-2,1258.4,23162,Testpositiv,60+,1322.01428571429
2022-02-04,2022-02-04,B,mean/daily_detections_60-2,1397,23163,Testpositiv,60+,1471.81428571429
2022-02-05,2022-02-05,B,mean/daily_detections_60-2,1727.4,23164,Testpositiv,60+,1641.55714285714
2022-02-06,2022-02-06,B,mean/daily_detections_60-2,1797.4,23165,Testpositiv,60+,1828.34285714286
2022-02-07,2022-02-07,B,mean/daily_detections_60-2,1925.4,23166,Testpositiv,60+,2017.58571428571
2022-02-08,2022-02-08,B,mean/daily_detections_60-2,2207.8,23167,Testpositiv,60+,2207.1
2022-02-09,2022-02-09,B,mean/daily_detections_60-2,2485,23168,Testpositiv,60+,2422.8
2022-02-10,2022-02-10,B,mean/daily_detections_60-2,2583.1,23169,Testpositiv,60+,2629.88571428571
2022-02-11,2022-02-11,B,mean/daily_detections_60-2,2723.6,23170,Testpositiv,60+,2828.25714285714
2022-02-12,2022-02-12,B,mean/daily_detections_60-2,3237.3,23171,Testpositiv,60+,3026.48571428571
2022-02-13,2022-02-13,B,mean/daily_detections_60-2,3247,23172,Testpositiv,60+,3211.97142857143
2022-02-14,2022-02-14,B,mean/daily_detections_60-2,3314,23173,Testpositiv,60+,3378.72857142857
2022-02-15,2022-02-15,B,mean/daily_detections_60-2,3595.4,23174,Testpositiv,60+,3525.38571428571
2022-02-16,2022-02-16,B,mean/daily_detections_60-2,3783.4,23175,Testpositiv,60+,3650.17142857143
2022-02-17,2022-02-17,B,mean/daily_detections_60-2,3750.4,23176,Testpositiv,60+,3747.52857142857
2022-02-18,2022-02-18,B,mean/daily_detections_60-2,3750.2,23177,Testpositiv,60+,3814.77142857143
2022-02-19,2022-02-19,B,mean/daily_detections_60-2,4110.8,23178,Testpositiv,60+,3851.52857142857
2022-02-20,2022-02-20,B,mean/daily_detections_60-2,3928.5,23179,Testpositiv,60+,3860.78571428571
2022-02-21,2022-02-21,B,mean/daily_detections_60-2,3784.7,23180,Testpositiv,60+,3835.6
2022-02-22,2022-02-22,B,mean/daily_detections_60-2,3852.7,23181,Testpositiv,60+,3787.68571428571
2022-02-23,2022-02-23,B,mean/daily_detections_60-2,3848.2,23182,Testpositiv,60+,3701.17142857143
2022-02-24,2022-02-24,B,mean/daily_detections_60-2,3574.1,23183,Testpositiv,60+,3599.18571428571
2022-02-25,2022-02-25,B,mean/daily_detections_60-2,3414.8,23184,Testpositiv,60+,3488.02857142857
2022-02-26,2022-02-26,B,mean/daily_detections_60-2,3505.2,23185,Testpositiv,60+,3351.5
2022-02-27,2022-02-27,B,mean/daily_detections_60-2,3214.6,23186,Testpositiv,60+,3198.78571428571
2022-02-28,2022-02-28,B,mean/daily_detections_60-2,3006.6,23187,Testpositiv,60+,3048.15714285714
2022-03-01,2022-03-01,B,mean/daily_detections_60-2,2897,23188,Testpositiv,60+,2890.27142857143
2022-03-02,2022-03-02,B,mean/daily_detections_60-2,2779.2,23189,Testpositiv,60+,2714.31428571429
2022-03-03,2022-03-03,B,mean/daily_detections_60-2,2519.7,23190,Testpositiv,60+,2544.98571428571
2022-03-04,2022-03-04,B,mean/daily_detections_60-2,2309.6,23191,Testpositiv,60+,2383.5
2022-03-05,2022-03-05,B,mean/daily_detections_60-2,2273.5,23192,Testpositiv,60+,2217.98571428571
2022-03-06,2022-03-06,B,mean/daily_detections_60-2,2029.3,23193,Testpositiv,60+,2055.87142857143
2022-03-07,2022-03-07,B,mean/daily_detections_60-2,1876.2,23194,Testpositiv,60+,1903.75714285714
2022-03-08,2022-03-08,B,mean/daily_detections_60-2,1738.4,23195,Testpositiv,60+,1766.24285714286
2022-03-09,2022-03-09,B,mean/daily_detections_60-2,1644.4,23196,Testpositiv,60+,1618.67142857143
2022-03-10,2022-03-10,B,mean/daily_detections_60-2,1454.9,23197,Testpositiv,60+,1489.51428571429
2022-03-11,2022-03-11,B,mean/daily_detections_60-2,1347,23198,Testpositiv,60+,1367.68571428571
2022-03-12,2022-03-12,B,mean/daily_detections_60-2,1240.5,23199,Testpositiv,60+,1250.41428571429
2022-03-13,2022-03-13,B,mean/daily_detections_60-2,1125.2,23200,Testpositiv,60+,1136.92857142857
2022-03-14,2022-03-14,B,mean/daily_detections_60-2,1023.4,23201,Testpositiv,60+,1037.85714285714
2022-03-15,2022-03-15,B,mean/daily_detections_60-2,917.5,23202,Testpositiv,60+,945.3
2022-03-16,2022-03-16,B,mean/daily_detections_60-2,850,23203,Testpositiv,60+,860.128571428571
2022-03-17,2022-03-17,B,mean/daily_detections_60-2,761.4,23204,Testpositiv,60+,781.271428571429
2022-03-18,2022-03-18,B,mean/daily_detections_60-2,699.1,23205,Testpositiv,60+,710.228571428571
2022-03-19,2022-03-19,B,mean/daily_detections_60-2,644.3,23206,Testpositiv,60+,645.514285714286
2022-03-20,2022-03-20,B,mean/daily_detections_60-2,573.2,23207,Testpositiv,60+,585.014285714286
2022-03-21,2022-03-21,B,mean/daily_detections_60-2,526.1,23208,Testpositiv,60+,529.671428571429
2022-03-22,2022-03-22,B,mean/daily_detections_60-2,464.5,23209,Testpositiv,60+,479.028571428571
2022-03-23,2022-03-23,B,mean/daily_detections_60-2,426.5,23210,Testpositiv,60+,431.557142857143
2022-03-24,2022-03-24,B,mean/daily_detections_60-2,374,23211,Testpositiv,60+,389.085714285714
2022-03-25,2022-03-25,B,mean/daily_detections_60-2,344.6,23212,Testpositiv,60+,349.142857142857
2022-03-26,2022-03-26,B,mean/daily_detections_60-2,312,23213,Testpositiv,60+,314.528571428571
2022-03-27,2022-03-27,B,mean/daily_detections_60-2,275.9,23214,Testpositiv,60+,282.557142857143
2022-03-28,2022-03-28,B,mean/daily_detections_60-2,246.5,23215,Testpositiv,60+,254.971428571429
2022-03-29,2022-03-29,B,mean/daily_detections_60-2,222.2,23216,Testpositiv,60+,227.485714285714
2022-03-30,2022-03-30,B,mean/daily_detections_60-2,202.7,23217,Testpositiv,60+,203.342857142857
2022-03-31,2022-03-31,B,mean/daily_detections_60-2,180.9,23218,Testpositiv,60+,181.957142857143
2022-04-01,2022-04-01,B,mean/daily_detections_60-2,152.2,23219,Testpositiv,60+,163.385714285714
2022-04-02,2022-04-02,B,mean/daily_detections_60-2,143,23220,Testpositiv,60+,147.342857142857
2022-04-03,2022-04-03,B,mean/daily_detections_60-2,126.2,23221,Testpositiv,60+,132.057142857143
